,1AO_1,1AO_5,1AO_3,1AO_29,1AC_7,1AC_9,1AC_8,1AC_33,1NO_13,1NO_15,1NO_17,1NO_37,1NC_19,1NC_20,1NC_21,1NC_43
asv26272,0,0,0,0,0.09499664,0.131630872,0,0,0,0,0,0,0,0,0.092717465,0.089542805
asv27645,0,0,0,0,0.020247833,0,0,0,0,0,0,0,0,0,0,0
asv29320,0.024679171,0,0,0,0.207171035,0.08444439,0,0,0,0,0.043789684,0,0,0,0,0
asv29682,0,0,0,0,0.107068564,0.053521771,0,0,0,0,0,0,0.027822444,0.022753769,0.025286581,0
asv31617,0,0,0,0,0.022192184,0.040488644,0,0,0,0,0,0,0,0,0,0
asv33176,0,0.027348246,0,0,0.049428047,0.05903409,0.090811749,0.145361565,0,0,0.089143286,0.049328583,0.133611627,0.146942661,0.143290627,0.087787064
asv35112,0,0.018232164,0,0,0.010123917,0,0,0,0.015411034,0,0.078195865,0.016442861,0.056602613,0,0.089907844,0
asv37812,0,0,0,0,0.025309792,0.018740981,0,0,0,0,0,0,0,0,0,0
asv38422,0,0,0,0,0.239351863,0.252497889,0,0,0,0,0,0.073079382,0.24739365,0.230533457,0.168577208,0.156260973
asv40144,0,0,0,0,0.106081764,0,0,0,0,0,0,0,0,0,0,0.043893532
asv41130,0.119325746,0.084229827,0.030605218,0,0,0,0,0,0.140291228,0.017161121,0.050045354,0.089522244,0,0,0,0
asv41482,0.167435701,0.101099198,0,0.115124257,0.081850173,0.038419011,0.066414562,0,0.102550169,0.077783946,0.101654625,0.091349228,0.170274043,0.025868511,0.101146325,0
asv41877,0.116393909,0.114366793,0.057384784,0.130474158,0.073725447,0.089496289,0,0.145361565,0,0.028959392,0,0,0.079722446,0.132811728,0.252865813,0.071985392
asv44237,0,0.013104368,0,0,0.066653329,0.06394339,0,0.075307799,0,0,0,0,0,0,0,0
asv51101,0,0,0,0,0,0.012181638,0,0,0,0,0,0,0.025784113,0,0,0.043893532
asv51936,0,0.04444398,0.04973348,0.079819485,0.115098233,0.106615746,0.066414562,0.210161299,0,0,0,0.04019366,0.104647139,0.090715752,0.095527085,0.121146148
asv52680,0,0,0,0.047584693,0.01822305,0,0,0,0,0,0,0,0.011971195,0,0,0
asv52871,0,0,0,0.107449307,0.127272525,0.160540897,0,0.087567208,0,0,0,0.08404129,0.10357956,0.309094578,0.21072151,0.1106117
asv54285,0.126537403,0.10907577,0,0,0,0,0,0,0.04182995,0.053628505,0,0,0,0,0,0
asv55419,0,0.015383388,0,0,0.038331955,0,0.039306578,0.078810487,0,0,0,0,0.1122475,0.143169151,0,0.080764099
asv55636,0,0,0,0,0,0,0.016264791,0,0,0,0.018767008,0,0.020258946,0,0,0
asv02100,0,0,0,0,0.060611884,0.028164407,0,0.045534948,0,0,0,0,0.011050334,0.04401091,0,0.024580378
asv26089,0,0,0,0,0,0,0,0,0,0,0,0,0.024261879,0.022036139,0,0
asv16495,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007544513,0,0
asv10046,0,0,0,0,0,0.006559343,0,0,0,0,0,0,0,0.0201187,0,0
asv37982,0.022016733,0.019454828,0.014027392,0.125869188,0.015131035,0,0.01762019,0.028021507,0.005137011,0.016536802,0.028150511,0,0.012044923,0.00958093,0.030905822,0
asv02308,0,0.009685837,0,0,0,0,0,0,0.008806305,0,0,0.047501599,0,0,0,0
asv28298,0,0,0,0,0.010087357,0,0,0,0,0,0,0,0,0.020238932,0,0
asv16510,0,0,0,0.069074554,0,0,0,0,0,0,0.060992775,0,0,0,0,0
asv22619,0.034115324,0.03402516,0,0,0,0,0,0,0.044234163,0.013774611,0,0,0,0,0,0
asv28345,0.018778462,0.026475135,0.056109567,0,0.407971582,0.590760284,0.127407528,0.108583338,0.016022962,0,0.086015452,0.027404768,0.322045585,0.321009998,0.112384806,0.166795421
asv52285,0,0,0.011476957,0,0,0,0,0,0.054991893,0.014700187,0,0,0.008398343,0,0,0
asv09382,0,0,0,0,0.045488161,0.027626635,0,0,0,0,0,0,0.009331492,0.002874279,0,0
asv23886,0,0,0.043357392,0.044514713,0.075775823,0.096626027,0.040661977,0,0.016022962,0.052835384,0.045353602,0.052982552,0.019338085,0.089098891,0,0.045649273
asv34044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081478984,0
asv16982,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003832372,0,0
asv08171,0.073020862,0.007976572,0.047183045,0.018419881,0,0,0,0,0.0370072,0,0,0,0,0,0,0
asv15175,0.016334995,0,0,0.018419881,0,0,0,0,0,0,0,0.021923815,0,0,0,0
asv25445,0,0,0,0,0,0,0,0,0,0.013774611,0,0,0,0,0,0
asv32244,0,0,0,0,0.008069885,0,0,0,0.012539709,0,0,0,0.003732597,0,0.070240503,0
asv04077,0,0,0,0,0.005043678,0,0,0,0.004876554,0,0,0.016442861,0.013812918,0.007664744,0.036525062,0
asv51615,0,0.001709265,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv13503,0.005081006,0,0,0,0.104276342,0.131736745,0.074546958,0,0.018809564,0.061526594,0.161083482,0.146158765,0.156265256,0.063234139,0,0.16503968
asv18538,0,0.051200968,0.087990002,0.082889465,0.100873565,0.093704905,0,0.178637104,0.009540164,0.051483364,0,0,0.043280476,0.091018836,0.334344797,0
asv54461,0,0,0,0,0.04252045,0.087145561,0,0,0,0,0,0,0.036392818,0,0,0
asv17732,0,0,0,0,0.098984055,0.057469606,0.084034752,0.045534948,0.004876554,0,0,0.036539691,0,0.044071026,0.059002023,0.052672238
asv42315,0,0.005697551,0,0,0.007086742,0.01101643,0,0.019264786,0,0,0,0,0.012892057,0.012574188,0.050573163,0
asv48870,0,0.011964858,0,0,0,0,0,0,0,0,0.050045354,0,0,0,0,0
asv22914,0,0,0,0,0.007086742,0,0,0,0,0,0,0,0,0,0,0
asv03948,0,0,0,0,0,0.012181638,0,0,0,0,0,0,0,0,0,0
asv32691,0,0,0,0,0.063660027,0.010307539,0.065059163,0.019264786,0,0,0,0,0.026704974,0,0.056192403,0
asv32692,0,0,0.014027392,0,0.025309792,0.029614812,0,0,0,0,0,0,0,0,0,0.042137791
asv46849,0,0.017092654,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv47205,0,0,0,0.023024851,0,0,0,0,0,0,0,0,0,0,0,0
asv53799,0,0,0,0,0,0.009993822,0,0,0.006966505,0,0,0,0,0,0.022476961,0
asv03254,0,0,0,0,0.011136308,0.014055736,0,0,0,0,0.031278346,0,0.021462431,0.040238654,0,0.040382049
asv29126,0,0,0.045907827,0,0,0,0,0,0,0,0,0,0,0.021136909,0,0
asv31495,0,0.003765004,0,0,0.020174713,0,0.010843194,0.029772851,0,0,0,0,0.014930387,0.024910418,0,0
asv31670,0,0,0,0,0,0,0.075902357,0,0,0.019306262,0,0,0,0,0,0
asv31724,0,0,0,0,0.066704514,0,0,0.033275539,0.01393301,0.033059066,0,0,0,0,0,0
asv32240,0,0,0,0.046049703,0.089920058,0.064367083,0.059637566,0,0,0,0,0,0.089127666,0.066943774,0.162957968,0.047405014
asv33118,0,0,0,0,0,0,0.037951179,0.070053766,0,0,0,0,0,0,0,0
asv41667,0,0.008546327,0,0,0.059599492,0.029443694,0.074546958,0.022767474,0,0,0,0,0.040517892,0.035207726,0.101146325,0.033359084
asv46817,0,0,0,0,0,0,0,0.035026883,0,0,0,0,0,0,0,0
asv36985,0,0,0,0,0,0,0,0,0,0.018366148,0.031278346,0,0,0,0,0
asv00504,0,0,0,0,0,0.01271941,0.016264791,0.022767474,0,0,0.015639173,0.012788892,0,0.029161095,0,0
asv11758,0,0.018232164,0,0.026094832,0.133299347,0.048013556,0.048794372,0.033275539,0,0,0.037534015,0.049328583,0.128687833,0.120057193,0.087098224,0.087787064
asv13207,0,0,0,0,0.008069885,0,0.031174182,0,0.012539709,0.00429028,0,0,0,0,0,0
asv09947,0.010162011,0,0,0,0,0,0,0.003502688,0,0,0,0,0,0,0,0
asv49988,0,0,0,0.00767495,0,0,0,0.036778227,0,0.006428152,0.018767008,0.007307938,0.02035725,0.028562443,0.00561924,0
asv14929,0,0,0,0,0,0,0,0,0,0.021451402,0,0,0.008398343,0.016287581,0,0.021068895
asv15002,0,0.005697551,0,0.016884891,0,0.025300324,0,0,0,0,0,0.016442861,0,0,0,0
asv29925,0,0,0,0,0.007086742,0,0,0,0,0,0,0,0,0,0,0
asv37363,0,0,0,0,0.016198267,0,0,0,0,0,0,0,0,0,0,0
asv49612,0.018146449,0,0,0.047584693,0,0,0,0.049037636,0,0,0,0,0,0,0,0
asv52873,0,0,0.031880436,0,0,0,0,0,0,0,0,0,0,0,0,0
asv04080,0.024147384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv04848,0,0,0,0.019954871,0.01613977,0.017433175,0.008132395,0.005254032,0,0,0,0,0,0.035207726,0,0
asv07598,0,0,0,0,0,0,0,0,0.00587087,0,0,0,0.03706792,0,0,0
asv10054,0,0.012801012,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv15941,0.009436154,0,0,0,0.008069885,0,0,0,0,0,0.020330925,0,0.005525167,0,0,0
asv29404,0,0,0,0,0,0.007496392,0,0,0,0,0,0,0,0,0,0
asv29494,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005748558,0,0
asv30982,0,0,0,0,0,0,0,0,0,0,0,0.025577784,0,0,0,0
asv42344,0,0,0,0,0,0,0,0,0.02786602,0,0,0,0,0,0,0
asv53864,0,0,0.00510087,0,0,0,0,0,0,0.00429028,0,0,0,0,0,0
asv35865,0,0.013674123,0.029330001,0.076749505,0.00607435,0.046253537,0.056926768,0.120842747,0.096296909,0.036732295,0.045353602,0.042020645,0.038259117,0.234427198,0.084288604,0.024580378
asv53239,0,0,0,0,0.028346967,0,0,0,0,0,0.067248444,0,0.027625836,0,0,0
asv55347,0,0,0.021678696,0,0,0,0.029818783,0,0,0.028467529,0.02345876,0,0,0,0,0
asv04996,0,0.024096023,0,0,0,0.020896173,0,0,0,0,0,0,0,0,0,0
asv13369,0.012339585,0,0,0,0.017148506,0.052694698,0.031174182,0.077059143,0,0.027549221,0,0,0.040125415,0.037722563,0,0.040382049
asv15526,0.109163734,0.102175573,0.080338698,0.121264218,0.13135134,0.136686875,0.108431939,0.210161299,0.136324268,0.165037685,0.226768009,0.211930209,0.502167955,0.332325514,0.19948303,0.163283938
asv17111,0.021306516,0.01815209,0,0,0.011096092,0,0.032529582,0.022767474,0.031322371,0,0.048481436,0.067598429,0.03452652,0.01005935,0.073050124,0
asv19309,0,0.018232164,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv21504,0,0,0,0,0,0,0,0,0.016022962,0,0,0,0,0,0,0
asv22667,0.074247225,0.02551887,0,0.024559842,0,0.058944427,0,0,0,0.033683385,0.053173188,0.085868274,0,0.016287581,0,0
asv49584,0.034606571,0,0,0.023024851,0,0.014536468,0.01762019,0.024518818,0,0,0,0.047501599,0.015863536,0,0,0
asv55821,0,0,0,0,0,0,0,0,0,0,0,0.087695259,0,0,0,0
asv39870,0.018465647,0,0,0,0,0,0.021686388,0,0,0,0.025022677,0,0,0,0,0
asv41798,0,0.017319016,0,0,0,0.024729929,0,0,0.01393301,0.046693951,0.034406181,0.031058738,0.014930387,0,0.033715442,0.01404593
asv04924,0,0,0,0,0,0,0,0,0,0,0,0,0.021179807,0,0,0
asv10739,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020119953,0,0
asv21855,0,0,0.025504348,0.029164812,0,0,0,0,0,0,0,0,0,0,0,0
asv23065,0,0.022790205,0,0,0.015131035,0.026347349,0.062348365,0,0,0.033977373,0.034406181,0.076733352,0.041991714,0.069158032,0.129242526,0
asv25625,0.123230187,0.135794205,0.102017394,0.46970697,0.203154372,0.145800687,0.271079847,0.225923396,0.241129816,0.256625317,0.437896844,0.511555677,0.399447077,0.374901164,0.41301416,0.300231758
asv27364,0,0,0,0,0,0,0,0,0.011843059,0,0,0,0,0.041855514,0.042144302,0
asv29833,0,0,0,0,0,0,0,0.024518818,0,0,0,0.091349228,0,0,0,0
asv35817,0,0,0,0,0,0,0,0.012259409,0,0,0,0,0,0.037722563,0,0
asv36241,0,0,0,0,0,0,0,0,0,0,0,0.031058738,0,0,0,0
asv37389,0,0.039882858,0.108393481,0.181128832,0,0,0.100299543,0.304733883,0.100098441,0.136591963,0.117293798,0.137023842,0.087101624,0.154662509,0.148909867,0.087787064
asv41768,0.034115324,0,0,0.026094832,0,0.021552128,0,0,0.04576599,0,0,0,0,0,0,0
asv47311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042144302,0
asv47795,0,0,0,0.021489861,0,0,0,0,0,0.025712607,0,0,0.033593371,0,0,0
asv00847,0.244595617,0.380080567,0.321354791,0.420587287,0.262706336,0.511445145,0.214153079,0.352020175,0.288016073,6.197431143,0.575521566,0.741755732,0.644631843,0.633037718,0.438300742,0.416110682
asv04743,0,0,0.011476957,0,0.004034943,0,0,0,0.005573204,0,0.02345876,0,0.006446028,0.121312106,0,0
asv05293,0.04048238,0.073161179,0.053559132,0.073679525,0.020174713,0.144721039,0.094877946,0,0.065485147,0.12491161,0.168903068,0.113273043,0.061587847,0.064729515,0.070240503,0.050916497
asv11360,0.059658243,0.059524012,0.043357392,0.041444733,0.072753272,0.099689749,0.048794372,0,0.080730754,0.130435992,0.093835038,0.193660364,0.214059066,0.078860447,0.081478984,0.021068895
asv11860,0.028308461,0,0,0,0,0,0,0.031524195,0,0,0,0,0,0,0,0
asv13461,0,0.008546327,0.031880436,0.035304772,0.020247833,0.024363275,0,0.029772851,0,0,0.034406181,0,0.041991714,0,0.047763542,0
asv14084,0,0,0,0.027629822,0,0,0,0,0,0.09458566,0,0,0,0,0,0
asv15177,0,0,0,0,0,0,0,0,0.002935435,0,0,0.023750799,0,0.006287094,0.016857721,0
asv15534,0,0,0,0,0,0,0,0,0,2.55271682,0,0,0,0,0,0
asv17012,0,0,0,0.029164812,0,0,0,0.012259409,0,0.071987383,0,0,0,0,0,0
asv18743,0.009232823,0,0.012752174,0,0.012104828,0,0,0,0,0,0,0,0,0,0,0
asv19684,0,0.003765004,0,0,0,0,0,0.014010753,0,0,0,0,0,0.007544513,0,0
asv22073,0,0,0,0,0,0,0,0.077059143,0,0.054180135,0.106346376,0.166255595,0.087716024,0,0.118004046,0
asv22887,0.100894257,0.204214097,0,0.228713525,0.162804946,0.477475015,0.094877946,0.162875007,0.187673769,6.699281682,0.434769009,0.496939801,0.273460387,0.192391336,0.280962014,0.172062645
asv24028,0.106917215,0.093385945,0.174704787,0.124334198,0.080859717,0.170078403,0.120630532,0.185642481,0.105161036,0.210570223,0.159519565,0.423860418,0.222309953,0.227838272,0.354012138,0
asv25026,0,0.097137091,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv27062,0,0.003765004,0.008926522,0.00767495,0.009111525,0.034442656,0,0,0.024132616,0.015008712,0.04066185,0.058463506,0.015863536,0,0.061811643,0
asv32135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049160756
asv34033,0,0.031336532,0,0,0,0.098121161,0.073191559,0,0,0,0.100090707,0.102311135,0.070906312,0,0,0.063206686
asv35672,0,0,0,0,0,0.02543882,0,0,0,0,0.029714429,0,0,0,0,0
asv36358,0,0,0,0,0,0,0,0,0,0,0,0.042020645,0,0,0,0
asv36405,0.005806864,0,0,0,0,0,0,0,0,0,0,0,0.029860774,0,0,0
asv39243,0,0.008546327,0,0,0,0.033733766,0,0,0.025685057,0.020202762,0,0,0,0,0,0
asv42435,0,0,0,0,0,0,0.033884981,0,0,0,0,0,0,0,0,0
asv46644,0.046883593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv49785,0,0.08266069,0.066311306,0.162708951,0.085907051,0.159400106,0,0.20665861,0.042840862,0.157404507,0.184542241,0.261258792,0.198895207,0.339449217,0.272533154,0.224734883
asv49923,0,0,0,0,0,0,0,0,0,0.019306262,0,0,0,0,0,0
asv50016,0.022016733,0.027348246,0.497334796,0,0,0,0,0,0,0,0.35344531,0,0.064387294,0,0,0
asv51602,0,0,0,0,0,0,0,0,0,0,0,0,0.039597031,0,0,0
asv21327,0.013791301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv55738,0,0,0,0,0,0,0,0,0,0.007507991,0,0,0,0,0,0
asv51308,0,0,0,0,0,0,0,0,0,0,0,0.116927012,0,0,0,0
asv22364,0,0,0,0,0,0.200784969,0,0,0,0,0,0,0,0,0,0
asv52458,0,0.023666396,0.010201739,0,0.010123917,0,0,0,0.00587087,0.006428152,0.01720309,0,0.006532044,0,0,0
asv48756,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087006117,0,0.008778706
asv14040,0,0,0,0,0.005043678,0,0.008132395,0,0,0,0,0,0,0,0,0.035114825
asv08450,0,0.009685837,0,0,0,0,0,0,0,0,0.010947421,0,0.005525167,0,0,0
asv32690,0,0,0,0,0,0,0.05286057,0,0,0,0,0,0,0,0,0
asv07998,0,0,0,0,0,0,0,0,0.003669294,0,0,0,0,0,0,0
asv08540,0.009436154,0,0.017853044,0,0,0,0,0,0,0,0,0,0,0,0,0
asv09402,0,0.005107778,0,0.032234792,0,0,0.033884981,0,0.006418688,0,0,0,0,0,0,0.031603343
asv24289,0,0,0,0,0,0,0.039306578,0,0,0,0,0,0,0,0,0
asv31574,0,0,0,0,0,0,0,0,0.009056457,0,0,0,0,0,0,0
asv49014,0,0,0,0.067539564,0,0,0,0,0,0,0,0,0,0,0,0
asv30813,0,0,0,0,0,0,0.067769962,0,0,0,0,0,0,0,0,0
asv27283,0,0,0,0,0,0,0,0,0.004876554,0,0,0,0,0,0,0.012290189
asv38660,0.014914561,0,0,0,0,0,0,0,0,0,0,0,0.001866298,0,0,0
asv35613,0,0.00113951,0.003825652,0,0,0,0.009487795,0,0.001467718,0,0,0,0,0,0,0
asv00527,0,0.008283008,0,0.010744931,0,0.007268234,0,0,0.002089952,0.007346459,0.014075256,0,0,0,0,0
asv21798,0,0,0,0,0,0,0,0,0.002786602,0.009183074,0,0,0,0,0.00561924,0
asv28190,0.032663608,0.021917094,0.028054783,0.00767495,0,0.005451176,0.021686388,0,0,0,0.103218542,0,0,0.005029675,0,0.008778706
asv53309,0,0,0.031880436,0.00767495,0,0,0,0,0,0,0.043789684,0,0,0,0,0
asv19521,0,0,0,0,0,0,0,0,0,0,0,0,0.023156698,0.005029675,0,0
asv11620,0.017170339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv16436,0,0.014813633,0.024229131,0.016884891,0,0.002811147,0,0,0,0,0,0,0,0,0,0
asv18348,0,0,0,0,0,0,0,0,0.017416263,0,0,0,0,0,0,0
asv36663,0.024679171,0.008283008,0,0.010744931,0.039417467,0,0,0,0.010449758,0,0,0,0,0,0,0.007022965
asv13677,0.010653258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv29368,0,0,0,0,0.003026207,0,0,0,0,0,0,0,0,0,0,0
asv34759,0.024679171,0.117951631,0,0.122799208,0,0,0,0,0.266818892,0.262619756,0.04066185,0.193660364,0,0,0,0
asv40124,0,0,0,0,0,0,0.081323954,0,0,0,0,0,0,0.01005935,0,0.052672238
asv42663,0,0,0,0,0.008069885,0,0,0,0,0,0,0,0,0,0,0
asv49788,0,0,0,0,0,0,0,0,0.005137011,0,0,0,0,0,0,0
asv03790,0,0,0,0,0,0,0,0,0.002201576,0,0,0,0,0,0,0.005267224
asv27710,0,0,0,0,0,0,0,0,0,0,0,0,0.002799448,0,0,0
asv28105,0.024147384,0,0,0,0,0,0,0,0.004876554,0,0,0,0,0,0,0
asv40970,0.009232823,0.030403366,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017557413
asv42720,0,0,0,0.00767495,0,0,0,0,0,0,0,0,0,0,0,0
asv50299,0,0.011884784,0.00510087,0,0.04244733,0.006559343,0,0,0.011843059,0,0,0,0,0,0,0
asv54948,0,0.036527463,0.024229131,0.033769782,0,0,0,0,0.011007882,0.008727555,0.021894842,0,0,0.00958093,0,0
asv05026,0,0,0.010201739,0,0.008069885,0.003634117,0.021686388,0,0,0,0,0,0,0,0,0
asv07732,0,0,0,0,0,0,0,0,0,0,0.004691752,0,0,0,0,0
asv18261,0,0,0,0,0,0,0.029818783,0,0,0,0,0,0,0,0,0
asv20771,0,0,0,0,0.004034943,0,0,0,0,0,0,0,0,0,0,0
asv22093,0.034115324,0.007530007,0,0.093634396,0,0,0.734626384,0.07180511,0,0,0.039097933,0,0,0,0,0
asv35151,0,0,0,0,0,0,0,0,0,0,0,0,0.01119779,0,0,0
asv41370,0,0.08101456,0,0,0.17807491,0.027174422,0,0.140107533,0.104497576,0,0,0,0,0,0,0.061450945
asv43097,0,0,0,0,0,0.112604694,0.146383117,0,0,0,0,0,0,0,0,0.317789171
asv53231,0,0,0,0,0,0,0,0.133102156,0,0,0,0,0,0,0,0
asv54165,0,0.085729667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv02104,0,0,0,0,0.040444483,0.013884617,0,0,0,0,0,0,0,0,0,0
asv05994,0,0,0,0,0,0,0,0.022767474,0.059607989,0,0.086015452,0.089522244,0.016673805,0,0,0
asv13854,0,0,0,0,0.908568352,0,0,0,0,0,0,0,0,0,0,0
asv15934,0,0.009036008,0,0,0,0.006359705,0,0,0,0,0.035970098,0.036539691,0,0,0,0
asv20151,0,0.060500295,0.140273917,0.029164812,0.0242974,0.024363275,0,0,0,0.04839811,0,0,0,0,0,0
asv46326,0,0,0,0,0.01613977,0,0,0,0.022015763,0,0,0,0,0,0,0
asv46926,0,0.003765004,0,0.00613996,0,0,0,0.012259409,0,0,0,0,0.041635362,0,0,0
asv49847,0,0,0,0,0,0,0,0,0,0.006435421,0,0,0,0,0,0
asv08973,0.005081006,0.005271005,0,0.012279921,0.019202538,0.009085293,0.023041787,0.019264786,0.006269855,0,0.018767008,0.021923815,0.020443266,0.02598749,0.016857721,0.010534448
asv00200,0,0,0,0,0,0,0,0,0.003669294,0,0,0,0,0,0,0
asv00305,0,0,0,0,0,0,0,0,0.01669271,0,0,0,0,0,0,0
asv01566,0,0,0.325180443,0,0,0,0,0,0,0,0,0,0,0,0,0
asv05931,0,0,0,0,0.002024783,0,0,0,0.006966505,0,0,0,0,0,0,0
asv06882,0,0,0,0,0,0,0,0,0.012475599,0,0,0,0,0,0,0
asv12226,0,0,0,0.00460497,0,0,0,0,0,0,0,0,0,0,0,0
asv49972,0,0,0.002550435,0,0.005043678,0,0,0,0,0,0,0,0,0,0,0.022824637
asv52951,0,0,0,0,0.076780902,0,0,0,0,0,0,0,0,0,0,0
asv16419,0,0,0.012752174,0,0,0,0,0,0,0,0,0,0,0,0,0
asv19766,0,0,0,0,0.053543422,0.029072937,0,0.043783604,0,0,0,0,0,0.037065049,0,0
asv21589,0,0,0,0,0,0,0,0,0,0,0.009383504,0,0,0,0,0
asv35936,0,0.028774174,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv50431,0,0.006267306,0.010201739,0,0.014140579,0.013118687,0,0.017513442,0,0,0,0,0,0,0,0
asv53627,0,0,0,0,0,0,0,0,0,0,0.026586594,0,0,0,0,0
asv15530,0.008522606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv37802,0.013791301,0.019941429,0.028054783,0,0,0,0,0,0,0,0.060992775,0.058463506,0,0,0,0.02809186
asv22411,0,0.023972832,0,0.023024851,0.019235442,0.004685245,0,0,0,0,0,0,0,0,0,0
asv03629,0,0.012048011,0.011476957,0,0,0,0,0,0,0,0.028150511,0.012788892,0,0,0,0.007022965
asv00103,0,0.007530007,0,0.009209941,0,0,0,0.028021507,0,0,0,0,0,0,0.011238481,0
asv26348,0,0.293582497,0.030605218,0,0,0,0,0,0.361422564,0,0,0,0,0,0.559114408,0
asv44705,0,0.012801012,0.022953914,0,0,0,0,0,0,0,0,0,0,0,0,0
asv49918,0,0,0,0,0,0,0,0,0,0,0.006255669,0,0,0,0,0
asv51666,0.00362929,0.003012003,0.012752174,0,0.022272617,0,0.013553992,0,0,0,0,0,0,0,0,0
asv18612,0,0,0,0,0,0,0.024397186,0,0,0,0,0,0.021462431,0,0,0
asv51033,0,0.463583573,0.073962611,0.242528436,0.755152788,0.038158229,0.159937109,0,0.07166399,0.016088551,0.051609271,0.052982552,0.052943744,0,0.044953922,0
asv04597,0,0,0,0,0,0,0,0,0,0,0.012511338,0,0,0,0,0
asv12883,0,0.025925398,0,0,0,0.011810881,0,0,0,0.022957684,0.021894842,0,0.04523279,0.01916186,0,0.019313154
asv32125,0,0,0,0,0,0,0,1.087584721,0,0,0,0,0,0,0,0
asv07774,0,0,0,0.164243941,0,0,0,0,0,0,0,0,0,0,0,0
asv07317,0.185075263,0.141731977,0.038256523,0.179593842,0.068721985,0.083788435,0.269724447,0.126096779,0,0,0,0,0,0,0,0.091298546
asv28891,0,0.735222788,0.720497845,0.023024851,0,0.012181638,0,0,0.043016597,0.015611225,0,0.012788892,0.316839167,0.037484606,0.160148348,0.049160756
asv39028,0,0,0,0,0.028346967,0,0.042017376,0,0,0,0,0,0,0,0,0
asv06959,0,0.003012003,0,0,0,0,0,0,0.005573204,0,0.015639173,0,0,0,0,0
asv26662,0,0,0,0,0,0,0.025752585,0,0,0.010101381,0,0,0,0.006706651,0,0
asv01551,0,0,0,0,0,0,0,0,0,0,0,0,0.084203872,0.131494194,0.182625309,0
asv05021,0,0,0,0,0,0,0.128762927,0.17688576,0,0,0,0,0,0,0,0
asv06327,0,0,0,0,0.039483275,0,0,0,0,0,0,0,0,0,0,0
asv07580,0,0.006777006,0,0,0,0.007268234,0,0,0,0,0.029714429,0.010961907,0,0,0,0
asv07783,0,0.018232164,0,0,0,0.022489177,0,0,0,0,0.073504113,0,0.089582322,0,0,0
asv08705,0,0,0,0,0.204166764,0.143303257,0,0.033275539,0,0,0,0,0.189096771,0.244546663,0.303438975,0
asv10460,0,0,0,0,0,0,0,0,0,0.233814627,0,0,0,0,0,0
asv11086,0,0.030120028,0,0,0,0,0,0,0,0.035813988,0,0,0,0,0,0
asv24126,0,0,0,0,0.305292595,0.087336993,0,0,0,0,0,0,0.160365754,0,0.154529108,0
asv24672,0,0,0,0,0.221300646,0.050877639,0.058282167,0.112086026,0,0.064281516,0,0,0.216833199,0.205145871,0.449539222,0.254582485
asv25732,0,0,0,0,0,0,0,0,0.022015763,0.043329247,0,0,0,0,0,0
asv26269,0,0,0,0,0,0,0,0,0,0,0,0,0.063834334,0,0,0
asv26737,0.026590851,0.092346527,0.061210436,0.053724653,0.476043121,0.157978221,0.135539923,0.108583338,0.210406796,0,0.068812361,0,0.354251151,0.332510873,0.477635424,0.20717747
asv31333,0.00362929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv37284,0.023227455,0.123176439,0.04973348,0.092099406,0.217280327,0.128567151,0.103010342,0.320495981,0.110872767,0.03489568,0.068812361,0.135196858,0.141850226,0.170713386,0.247246572,0.098321511
asv38504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022476961,0
asv38895,0,0,0,0,0.035305748,0,0,0,0,0,0,0,0.016575501,0,0,0
asv43829,0.029829122,0.070102978,0.03443087,0.058329624,0,0,0,0.035026883,0.018112913,0,0.034406181,0,0,0,0,0.175574127
asv45152,0,0,0,0,0.043532842,0,0,0,0,0,0,0,0,0.089276733,0,0
asv46333,0.129969745,0,0,0.053724653,0,0,0,0,0.087930815,0,0,0.071252398,0,0,0,0
asv47701,0,0,0,0,0,0.027174422,0,0,0,0,0,0,0,0,0,0
asv48448,0,0,0,0,0.047410576,0,0.048794372,0,0,0,0,0,0,0.033950307,0,0.086031322
asv53340,0,0,0,0,0,0,0,0,0,0,0,0.058463506,0,0,0,0
